,Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
58983,15-06-2022,20:40:00,7.0589,28.139,5.9669,31.5613,24,1
58986,15-06-2022,21:40:00,7.5797,21.3669,5.6126,29.874,27,1
58989,15-06-2022,22:40:00,8.6887,28.7546,18.3411,26.9767,31,1
58992,15-06-2022,23:40:00,8.251,26.8076,19.2191,20.6838,30,1
58995,15-06-2022,00:40:00,7.5767,29.1072,18.8031,32.4808,27,1
58998,15-06-2022,01:40:00,7.1528,19.6572,5.3067,24.1834,24,1
59001,15-06-2022,02:40:00,8.9202,22.123,9.9114,18.7808,24,1
59004,15-06-2022,03:40:00,5.6277,18.0851,9.7889,35.498,23,1
59007,15-06-2022,04:40:00,7.6819,30.0978,17.5158,29.0584,23,1
59010,15-06-2022,05:40:00,8.5731,24.5461,13.2606,26.0157,24,1
59013,15-06-2022,06:40:00,8.5081,28.4954,13.4102,26.6595,26,1
59016,16-06-2022,07:40:00,5.9652,22.5207,18.2292,18.1969,28,1
59019,16-06-2022,08:40:00,8.8731,23.5853,19.0257,26.8218,24,1
59022,16-06-2022,09:40:00,6.5766,30.1673,6.9915,21.7401,24,1
59025,16-06-2022,10:40:00,8.668,28.4276,16.711,18.1188,23,1
59028,16-06-2022,11:40:00,6.5839,29.2613,5.3015,19.8539,23,1
59031,16-06-2022,12:40:00,7.5839,26.6002,13.6133,18.6586,23,1
59034,16-06-2022,13:40:00,6.4825,29.6029,8.7345,32.225,23,1
59037,16-06-2022,14:40:00,6.4361,24.23,15.3033,29.3043,26,1
59040,16-06-2022,15:40:00,6.9058,20.7863,19.1899,27.3355,29,1
59043,16-06-2022,16:40:00,5.9423,24.3514,14.3808,34.0526,28,1
59046,16-06-2022,17:40:00,7.3695,24.7687,6.6192,37.9155,26,1
59049,16-06-2022,18:40:00,7.1867,27.8467,8.5326,26.2694,25,1
59052,16-06-2022,19:40:00,8.6491,28.5067,14.6552,20.7358,24,1
59055,16-06-2022,20:40:00,6.1626,20.3985,15.0441,25.2675,24,1
59058,16-06-2022,21:40:00,6.3448,21.5702,19.7406,22.8972,27,1
59061,16-06-2022,22:40:00,8.0473,25.0292,19.4173,24.9191,31,1
59064,16-06-2022,23:40:00,6.6982,26.8203,11.4084,20.4274,32,1
59067,16-06-2022,00:40:00,7.2037,28.4435,6.1247,15.1656,30,1
59070,16-06-2022,01:40:00,5.7445,25.4509,13.2905,17.3795,27,1
59073,16-06-2022,02:40:00,6.0011,27.1699,13.6436,38.6938,26,1
59076,16-06-2022,03:40:00,8.6733,28.1742,11.6925,19.2553,26,1
59079,16-06-2022,04:40:00,6.0278,30.0716,9.009,32.4107,25,1
59082,16-06-2022,05:40:00,6.6736,20.0962,8.2167,34.6192,27,1
59085,16-06-2022,06:40:00,6.4655,25.5978,5.4144,15.7272,29,1
59088,17-06-2022,07:40:00,7.8088,21.8851,13.0666,27.6301,31,1
59091,17-06-2022,08:40:00,8.9909,24.6708,17.0886,34.1257,29,1
59094,17-06-2022,09:40:00,6.9577,26.8447,11.6782,25.8719,27,1
59097,17-06-2022,10:40:00,7.8162,23.4464,14.853,33.9158,26,1
59100,17-06-2022,11:40:00,8.2629,23.8162,14.6501,20.383,25,1
59103,17-06-2022,12:40:00,6.9207,24.2344,16.3221,28.1852,24,1
59106,17-06-2022,13:40:00,8.7015,25.7878,11.7611,28.5404,27,1
59109,17-06-2022,14:40:00,6.642,20.3194,11.3547,22.8345,29,1
59112,17-06-2022,15:40:00,5.9345,21.9062,14.9163,20.1889,30,1
59115,17-06-2022,16:40:00,6.8746,20.4295,9.575,36.5954,28,1
59118,17-06-2022,17:40:00,7.2546,18.311,10.2486,17.2787,26,1
59121,17-06-2022,18:40:00,7.0109,20.3087,15.2633,21.166,25,1
59124,17-06-2022,19:40:00,5.7749,24.8417,13.0889,37.389,25,1
59127,17-06-2022,20:40:00,6.7425,19.7212,19.4583,24.8323,24,1
59130,17-06-2022,21:40:00,8.1659,19.4165,10.0777,26.1103,26,1
59133,17-06-2022,22:40:00,8.8995,23.066,19.2846,29.2754,29,1
59136,17-06-2022,23:40:00,7.0228,24.5273,11.3328,20.2999,30,1
59139,17-06-2022,00:40:00,7.8757,18.8894,8.2447,33.9352,29,1
59142,17-06-2022,01:40:00,8.9559,20.7565,19.6388,32.2838,26,1
59145,17-06-2022,02:40:00,6.3204,29.1327,16.1939,31.2814,25,1
59148,17-06-2022,03:40:00,5.8839,20.6461,15.0679,24.5567,24,1
59151,17-06-2022,04:40:00,7.9922,20.2781,9.0088,17.3697,24,1
59154,17-06-2022,05:40:00,7.1036,23.8114,18.5642,22.1447,27,1
59157,17-06-2022,06:40:00,8.7759,23.112,10.0039,24.6245,29,1
59160,18-06-2022,07:40:00,7.9655,21.6444,5.1446,20.5378,29,1
59163,18-06-2022,08:40:00,7.037,24.5379,12.3894,17.5769,29,1
59166,18-06-2022,09:40:00,6.0075,30.6524,5.4381,39.8705,26,1
59169,18-06-2022,10:40:00,8.8294,26.4863,17.8668,21.5841,25,1
59172,18-06-2022,11:40:00,5.7618,18.4105,9.2008,21.525,24,1
59175,18-06-2022,12:40:00,6.6406,29.7027,6.5684,34.2574,24,1
59178,18-06-2022,13:40:00,6.4926,26.2491,15.7932,26.7496,26,1
59181,18-06-2022,14:40:00,6.6612,19.442,17.8096,21.521,27,1
59184,18-06-2022,15:40:00,6.6468,25.1736,6.5841,23.2225,28,1
59187,18-06-2022,16:40:00,8.9494,23.9255,8.9438,31.79,26,1
59190,18-06-2022,17:40:00,7.0196,24.8401,6.6078,33.4849,24,1
59193,18-06-2022,18:40:00,5.6456,28.8082,18.6175,33.6398,24,1
59196,18-06-2022,19:40:00,6.8706,22.7233,10.0026,25.8155,24,1
59199,18-06-2022,20:40:00,6.2236,25.1404,18.5996,27.9561,23,1
59202,18-06-2022,21:40:00,6.7102,19.1248,5.5055,37.1287,25,1
59205,18-06-2022,22:40:00,8.5287,22.8316,17.3274,26.5353,30,1
59208,18-06-2022,23:40:00,5.5167,18.8939,8.3114,25.5704,31,1
59211,18-06-2022,00:40:00,5.6641,28.7252,9.6334,21.5053,28,1
59214,18-06-2022,01:40:00,7.9411,22.4076,19.7158,27.9002,26,1
59217,18-06-2022,02:40:00,7.3713,20.3979,5.6697,19.0833,25,1
59220,18-06-2022,03:40:00,8.0267,18.5916,13.3238,31.5548,25,1
59223,18-06-2022,04:40:00,7.11,25.467,15.6942,24.746,24,1
59226,18-06-2022,05:40:00,7.8011,27.9095,13.547,20.2871,26,1
59229,18-06-2022,06:40:00,7.7246,25.3453,6.479,17.8061,27,1
59232,19-06-2022,07:40:00,8.4002,26.7734,9.6033,17.1639,27,1
59235,19-06-2022,08:40:00,6.4357,30.1014,6.074,22.0916,27,1
59238,19-06-2022,09:40:00,6.1266,23.4335,12.1923,15.2401,26,1
59241,19-06-2022,10:40:00,7.3242,24.6585,13.374,31.2101,25,1
59244,19-06-2022,11:40:00,7.592,27.2846,9.4183,32.6819,25,1
59247,19-06-2022,12:40:00,7.0665,29.1952,5.0459,31.4242,24,1
59250,19-06-2022,13:40:00,6.004,28.5433,11.4835,38.188,26,1
59253,19-06-2022,14:40:00,5.6356,30.8796,11.1896,37.1953,27,1
59256,19-06-2022,15:40:00,5.8837,28.5347,11.3534,36.5331,26,1
59259,19-06-2022,16:40:00,7.6804,28.8603,5.5053,28.3874,25,1
59262,19-06-2022,17:40:00,7.8886,28.6988,10.2237,30.4633,25,1
59265,19-06-2022,18:40:00,6.0394,24.6318,11.0512,33.2208,24,1
59268,19-06-2022,19:40:00,6.6277,29.9497,16.8817,37.8127,24,1
59271,19-06-2022,20:40:00,6.4911,25.5026,17.5922,22.4337,23,1
59274,19-06-2022,21:40:00,7.1819,29.8282,9.7995,29.367,25,1
59277,19-06-2022,22:40:00,7.392,20.3894,10.9824,17.6687,26,1
59280,19-06-2022,23:40:00,5.9594,18.4582,7.0854,34.1571,28,1
59283,19-06-2022,00:40:00,7.216,23.7765,10.8711,35.4413,28,1
59286,19-06-2022,01:40:00,5.9102,18.7862,7.6427,20.5116,25,1
59289,19-06-2022,02:40:00,7.1716,19.7971,15.6699,18.1481,24,1
59292,19-06-2022,03:40:00,6.8139,19.1423,13.4467,22.5765,24,1
59295,19-06-2022,04:40:00,6.9445,30.9455,11.7412,15.7984,23,1
59298,19-06-2022,05:40:00,7.8028,21.7821,17.7482,27.4641,26,1
59301,19-06-2022,06:40:00,6.6245,18.6482,17.3839,26.9918,32,1
59304,20-06-2022,07:40:00,7.8312,28.7667,10.6059,20.4874,32,1
59307,20-06-2022,08:40:00,6.6474,19.8064,11.6488,16.1596,29,1
59310,20-06-2022,09:40:00,6.482,21.2091,6.2797,22.28,26,1
59313,20-06-2022,10:40:00,6.132,29.1093,17.371,18.9483,26,1
59316,20-06-2022,11:40:00,6.9351,24.2355,18.6865,19.102,25,1
59319,20-06-2022,12:40:00,8.4805,26.9754,11.343,35.2145,24,1
59322,20-06-2022,13:40:00,6.4545,27.3151,12.1594,21.0834,27,1
59325,20-06-2022,14:40:00,7.5881,21.9508,13.198,22.7457,31,1
59328,20-06-2022,15:40:00,6.5135,26.6377,11.8348,24.1891,33,1
59331,20-06-2022,16:40:00,7.6686,21.1163,18.5463,37.6964,31,1
59334,20-06-2022,17:40:00,6.1261,23.9657,13.6341,17.9417,27,1
59337,20-06-2022,18:40:00,7.4489,30.1461,11.1646,23.6955,26,1
59340,20-06-2022,19:40:00,5.9283,28.7573,7.6537,34.0096,25,1
59343,20-06-2022,20:40:00,7.81,25.0359,11.9555,24.0508,24,1
59346,20-06-2022,21:40:00,8.0659,18.6578,13.2146,28.0339,27,1
59349,20-06-2022,22:40:00,7.7897,28.9376,11.7558,23.1746,30,1
59352,20-06-2022,23:40:00,6.8438,19.4563,15.1866,38.9356,32,1
59355,20-06-2022,00:40:00,8.7984,22.1343,12.7057,30.6256,28,1
59358,20-06-2022,01:40:00,5.8217,21.7545,19.6307,16.4086,27,1
59361,20-06-2022,02:40:00,7.4981,24.3168,6.2203,39.1685,26,1
59364,20-06-2022,03:40:00,7.2934,25.4226,13.9974,23.7323,25,1
59367,20-06-2022,04:40:00,8.307,25.2005,5.17,32.2351,24,1
59370,20-06-2022,05:40:00,5.7156,30.8466,7.9877,39.7097,27,1
59373,20-06-2022,06:40:00,6.6914,23.482,13.7018,19.2039,31,1
59376,21-06-2022,07:40:00,8.5654,26.1851,9.8958,18.8567,32,1
59379,21-06-2022,08:40:00,6.15,22.6635,12.9337,18.4054,30,1
59382,21-06-2022,09:40:00,6.5146,25.9925,11.8318,24.7681,27,1
59385,21-06-2022,10:40:00,8.2344,21.2384,9.041,17.6101,26,1
59388,21-06-2022,11:40:00,5.6568,23.8103,14.231,25.8548,25,1
59391,21-06-2022,12:40:00,5.6208,19.0439,10.9171,38.7587,25,1
59394,21-06-2022,13:40:00,7.6244,24.7989,9.1574,20.0413,25,1
59397,21-06-2022,14:40:00,7.0703,21.6118,8.7723,26.0611,30,1
59400,21-06-2022,15:40:00,8.0908,20.1838,13.6352,30.6633,27,1
59403,21-06-2022,16:40:00,7.4622,18.4874,10.2079,31.2448,27,1
59406,21-06-2022,17:40:00,7.018,28.7764,10.6881,38.9806,25,1
59409,21-06-2022,18:40:00,6.6505,30.5555,11.9221,24.638,25,1
59412,21-06-2022,19:40:00,8.1154,29.2665,5.1627,15.4132,25,1
59415,21-06-2022,20:40:00,7.4247,24.6033,16.1147,33.7159,24,1
59418,21-06-2022,21:40:00,7.9715,22.9926,17.1639,34.3689,25,1
59421,21-06-2022,22:40:00,7.4576,27.9237,19.5968,20.4259,26,1
59424,21-06-2022,23:40:00,6.9831,30.0668,14.3738,16.9388,26,1
59427,21-06-2022,00:40:00,8.5737,18.6787,8.2029,26.4124,26,1
59430,21-06-2022,01:40:00,5.7694,22.4931,12.8613,30.509,25,1
59433,21-06-2022,02:40:00,8.618,26.8347,19.9248,22.8598,24,1
59436,21-06-2022,03:40:00,8.2057,18.4846,8.5135,15.0956,23,1
59439,21-06-2022,04:40:00,6.3499,20.0852,8.8006,39.2333,23,1
59442,21-06-2022,05:40:00,7.3257,26.2274,5.0175,32.1099,24,1
59445,21-06-2022,06:40:00,8.765,22.0405,9.0029,26.5602,26,1
59448,22-06-2022,07:40:00,7.0634,19.4845,18.9901,27.1268,25,1
59451,22-06-2022,08:40:00,7.5024,30.9286,11.8707,19.993,24,1
59454,22-06-2022,09:40:00,5.517,25.7736,8.6973,32.9549,23,1
59457,22-06-2022,10:40:00,6.2942,22.9761,11.3945,35.1824,23,1
59460,22-06-2022,11:40:00,8.39,21.7156,19.4612,36.9225,23,1
59463,22-06-2022,12:40:00,6.5961,22.8809,7.5851,34.9326,23,1
59466,22-06-2022,13:40:00,7.9178,18.2081,9.8214,38.9346,25,1
59469,22-06-2022,14:40:00,8.2451,27.252,17.6454,19.3407,26,1
59472,22-06-2022,15:40:00,8.2582,22.7983,18.2479,18.1192,27,1
59475,22-06-2022,16:40:00,8.2532,23.5247,15.7425,15.5215,24,1
59478,22-06-2022,17:40:00,7.6769,19.5774,11.2256,19.1079,23,1
59481,22-06-2022,18:40:00,6.451,27.4825,5.0547,17.4923,23,1
59484,22-06-2022,19:40:00,7.8436,28.2841,13.1766,20.0344,23,1
59487,22-06-2022,20:40:00,5.9162,28.3163,17.9936,18.5995,22,1
59490,22-06-2022,21:40:00,6.34,30.353,15.7715,24.7055,24,1
59493,22-06-2022,22:40:00,6.4135,26.8245,16.7025,27.1501,26,1
59496,22-06-2022,23:40:00,5.5527,18.1229,17.4351,25.1687,24,1
59499,22-06-2022,00:40:00,8.1321,30.8181,6.0468,36.9003,24,1
59502,22-06-2022,01:40:00,6.5477,21.8426,18.0907,31.6866,24,1
59505,22-06-2022,02:40:00,6.8853,26.3454,13.5126,20.57,23,1
59508,22-06-2022,03:40:00,7.3761,18.0576,5.5175,17.995,23,1
59511,22-06-2022,04:40:00,8.1252,24.7379,19.4423,18.1117,23,1
59514,22-06-2022,05:40:00,6.2149,20.7992,7.5649,16.4565,24,1
59517,22-06-2022,06:40:00,6.4245,23.3274,15.8536,29.9336,26,1
59520,23-06-2022,07:40:00,8.5778,18.2586,12.5914,33.5044,25,1
59523,23-06-2022,08:40:00,6.1091,21.3012,6.9802,20.9472,24,1
59526,23-06-2022,09:40:00,5.9377,22.807,19.9519,24.8426,23,1
59529,23-06-2022,10:40:00,7.3539,21.4589,9.4936,26.1632,23,1
59532,23-06-2022,11:40:00,6.2743,21.5871,6.8926,24.4295,22,1
59535,23-06-2022,12:40:00,6.1889,19.6886,10.3635,38.2961,22,1
59538,23-06-2022,13:40:00,7.6577,21.8385,11.5783,25.5459,23,1
59541,23-06-2022,14:40:00,8.7044,22.6541,14.7514,15.2722,23,1
59544,23-06-2022,15:40:00,8.6052,30.7143,9.4788,23.002,24,1
59547,23-06-2022,16:40:00,7.743,18.7379,12.2797,26.9472,23,1
59550,23-06-2022,17:40:00,6.9194,19.3246,17.2986,20.131,23,1
59553,23-06-2022,18:40:00,6.2847,24.7423,18.1303,18.7529,22,1
59556,23-06-2022,19:40:00,8.4655,20.1586,18.7846,32.899,22,1
59559,23-06-2022,20:40:00,5.5489,28.6973,15.6292,24.4772,22,1
59562,23-06-2022,21:40:00,7.4391,24.8662,8.6223,19.7553,24,1
59565,23-06-2022,22:40:00,8.7733,24.1677,12.6195,17.9696,24,1
59568,23-06-2022,23:40:00,7.2707,26.7073,18.4731,22.4335,24,1
59571,23-06-2022,00:40:00,5.773,26.5988,10.7121,34.2888,25,1
59574,23-06-2022,01:40:00,6.5194,29.5603,14.2809,18.7953,23,1
59577,23-06-2022,02:40:00,6.1695,29.311,18.9066,19.9185,23,1
59580,23-06-2022,03:40:00,7.9551,28.7605,17.0733,15.5977,23,1
59583,23-06-2022,04:40:00,8.6924,20.3563,10.2281,21.5052,23,1
59586,23-06-2022,05:40:00,7.1796,29.9519,19.6992,19.5828,25,1
59589,23-06-2022,06:40:00,8.5682,22.5909,10.3673,22.8431,28,1
59592,24-06-2022,07:40:00,8.8558,22.7194,8.3949,37.1793,30,1
59595,24-06-2022,08:40:00,6.8749,26.0149,6.9688,15.1786,28,1
59598,24-06-2022,09:40:00,8.0777,30.9622,13.9561,39.0754,25,1
59601,24-06-2022,10:40:00,8.3157,20.1314,5.8348,26.8913,24,1
59604,24-06-2022,11:40:00,8.2036,24.6128,13.4016,35.5715,23,1
59607,24-06-2022,12:40:00,6.3464,20.9578,15.5422,34.8462,23,1
59610,24-06-2022,13:40:00,7.4487,30.9917,18.6505,30.5469,26,1
59613,24-06-2022,14:40:00,7.5103,19.597,8.9813,31.8783,30,1
59616,24-06-2022,15:40:00,8.7798,24.5065,10.7715,27.6973,31,1
59619,24-06-2022,16:40:00,6.9571,25.3917,9.4201,38.4028,28,1
59622,24-06-2022,17:40:00,7.8061,18.3774,6.0555,29.0453,25,1
59625,24-06-2022,18:40:00,7.1491,20.9604,6.9792,32.2868,25,1
59628,24-06-2022,19:40:00,8.7187,22.5845,11.2912,15.9639,24,1
59631,24-06-2022,20:40:00,7.469,30.2377,5.6395,28.7548,24,1
59634,24-06-2022,21:40:00,6.4176,28.3398,5.531,20.8232,26,1
59637,24-06-2022,22:40:00,7.751,22.118,7.46,21.5775,30,1
59640,24-06-2022,23:40:00,5.5411,23.1039,18.8831,18.3104,30,1
59643,24-06-2022,00:40:00,5.6161,27.7644,13.3444,19.7973,27,1
59646,24-06-2022,01:40:00,7.1704,24.5557,10.8312,23.4073,26,1
59649,24-06-2022,02:40:00,6.082,28.9737,5.6106,36.9937,25,1
59652,24-06-2022,03:40:00,8.1708,20.1476,7.7715,24.4419,24,1
59655,24-06-2022,04:40:00,8.413,18.607,10.141,28.3999,23,1
59658,24-06-2022,05:40:00,6.2514,30.3112,16.2752,33.0091,24,1
59661,24-06-2022,06:40:00,8.9078,30.8688,9.9163,22.4654,27,1
59664,25-06-2022,07:40:00,7.4714,26.8393,18.0336,30.5049,26,1
59667,25-06-2022,08:40:00,8.1293,29.7394,12.7308,28.0493,26,1
59670,25-06-2022,09:40:00,5.91,24.278,14.108,19.6115,24,1
59673,25-06-2022,10:40:00,6.8354,30.6775,18.9301,22.4989,23,1
59676,25-06-2022,11:40:00,7.2473,24.0736,7.9632,30.971,23,1
59679,25-06-2022,12:40:00,8.7771,18.0267,9.9475,30.0211,22,1
59682,25-06-2022,13:40:00,7.998,26.9704,18.9176,34.3278,26,1
59685,25-06-2022,14:40:00,7.0745,30.0151,9.3154,39.8786,31,1
59688,25-06-2022,15:40:00,8.3953,30.1342,10.5626,26.5501,32,1
59691,25-06-2022,16:40:00,7.2011,20.9628,17.7206,28.252,30,1
59694,25-06-2022,17:40:00,5.7734,22.7883,12.8918,21.0158,26,1
59697,25-06-2022,18:40:00,6.2243,22.5999,9.2285,18.1046,25,1
59700,25-06-2022,19:40:00,8.6081,19.6426,5.3311,34.44,24,1
59703,25-06-2022,20:40:00,7.9417,22.5348,8.8374,36.1407,23,1
59706,25-06-2022,21:40:00,8.8301,18.8785,16.0837,17.2567,27,1
59709,25-06-2022,22:40:00,7.3793,29.8256,9.6443,26.2851,31,1
59712,25-06-2022,23:40:00,8.6748,21.6889,15.2129,37.3172,32,1
59715,25-06-2022,00:40:00,8.4751,28.3345,13.6906,32.9079,30,1
59718,25-06-2022,01:40:00,6.9605,23.8384,9.5946,19.07,26,1
59721,25-06-2022,02:40:00,6.6476,22.7232,9.6154,24.9905,25,1
59724,25-06-2022,03:40:00,6.9954,28.1823,15.855,37.4916,23,1
59727,25-06-2022,04:40:00,8.0887,24.111,8.7463,35.7662,23,1
59730,25-06-2022,05:40:00,7.7696,18.5612,14.7787,22.4243,27,1
59733,25-06-2022,06:40:00,7.4963,28.5294,14.6873,39.9542,31,1
59736,26-06-2022,07:40:00,7.5954,24.7661,18.7561,35.8757,33,1
59739,26-06-2022,08:40:00,8.2923,23.5788,14.924,35.6434,30,1
59742,26-06-2022,09:40:00,8.4919,28.5782,19.3431,32.6624,27,1
59745,26-06-2022,10:40:00,8.1263,20.1269,11.5378,26.2658,25,1
59748,26-06-2022,11:40:00,6.0834,23.9042,5.0645,15.3826,24,1
59751,26-06-2022,12:40:00,8.3384,21.1338,15.8292,34.6868,23,1
59754,26-06-2022,13:40:00,7.5603,27.3235,12.6512,38.274,27,1
59757,26-06-2022,14:40:00,8.4967,26.9195,18.6654,20.5293,32,1
59760,26-06-2022,15:40:00,8.2907,20.9245,14.4251,30.7484,32,1
59763,26-06-2022,16:40:00,8.5186,27.8201,7.6052,18.3691,30,1
59766,26-06-2022,17:40:00,6.7233,22.4247,6.4131,22.6593,27,1
59769,26-06-2022,18:40:00,6.7373,21.9311,5.6304,34.7335,26,1
59772,26-06-2022,19:40:00,6.7654,30.2085,5.5077,38.6123,24,1
59775,26-06-2022,20:40:00,6.1226,23.4537,10.7744,31.919,23,1
59778,26-06-2022,21:40:00,8.5349,18.6584,10.4418,36.8749,27,1
59781,26-06-2022,22:40:00,5.8164,29.6814,10.0074,32.7995,31,1
59784,26-06-2022,23:40:00,5.5616,18.1642,18.9282,31.2172,32,1
59787,26-06-2022,00:40:00,6.6984,27.3567,12.0139,15.5296,30,1
59790,26-06-2022,01:40:00,8.5708,21.401,6.9744,33.2075,26,1
59793,26-06-2022,02:40:00,8.4124,24.2034,14.4966,37.9936,24,1
59796,26-06-2022,03:40:00,6.9929,19.51,14.3748,16.0167,24,1
59799,26-06-2022,04:40:00,8.5474,24.7838,10.2451,16.2309,23,1
59802,26-06-2022,05:40:00,5.6212,18.8471,7.8634,15.6765,27,1
59805,26-06-2022,06:40:00,8.2519,26.1951,5.6263,32.7001,31,1
59808,27-06-2022,07:40:00,5.6445,20.616,8.5879,17.3701,32,1
59811,27-06-2022,08:40:00,6.781,22.9009,5.915,24.2015,29,1
59814,27-06-2022,09:40:00,6.1457,29.8721,5.077,29.9851,26,1
59817,27-06-2022,10:40:00,7.4802,19.032,19.9007,32.2303,25,1
59820,27-06-2022,11:40:00,5.6352,23.2948,7.5982,15.2348,24,1
59823,27-06-2022,12:40:00,7.776,30.7024,18.9546,26.2094,23,1
59826,27-06-2022,13:40:00,6.4204,22.2414,16.0367,35.5329,27,1
59829,27-06-2022,14:40:00,8.122,24.0458,6.2075,28.8815,31,1
59832,27-06-2022,15:40:00,7.6962,27.8682,12.8569,30.0816,32,1
59835,27-06-2022,16:40:00,5.8429,29.8173,10.5041,19.4884,29,1
59838,27-06-2022,17:40:00,6.9915,20.1137,11.249,37.7439,26,1
59841,27-06-2022,18:40:00,6.5448,29.8701,15.6862,25.8089,24,1
59844,27-06-2022,19:40:00,7.5942,29.1143,15.7838,27.7721,23,1
59847,27-06-2022,20:40:00,8.6972,22.2944,6.2623,21.2888,22,1
59850,27-06-2022,21:40:00,8.8596,19.1591,19.0239,30.8356,27,1
59853,27-06-2022,22:40:00,5.5958,26.0776,6.2828,27.4589,32,1
59856,27-06-2022,23:40:00,7.2207,28.4295,15.0106,36.9643,32,1
59859,27-06-2022,00:40:00,6.8128,20.6557,11.7196,37.3443,30,1
59862,27-06-2022,01:40:00,8.8222,29.3753,9.0544,27.838,26,1
59865,27-06-2022,02:40:00,6.3587,19.1807,8.9447,34.1701,24,1
59868,27-06-2022,03:40:00,8.9376,25.9594,16.0239,38.0013,23,1
59871,27-06-2022,04:40:00,5.6329,27.7638,9.2867,36.1187,22,1
59874,27-06-2022,05:40:00,6.5015,27.5264,18.4313,29.807,27,1
59877,27-06-2022,06:40:00,8.4575,29.7464,13.3157,27.3685,32,1
59880,28-06-2022,07:40:00,7.4033,24.2552,10.7199,19.5297,33,1
59883,28-06-2022,08:40:00,5.8757,19.1413,11.1915,28.7887,31,1
59886,28-06-2022,09:40:00,6.0988,19.8683,11.1396,29.5315,26,1
59889,28-06-2022,10:40:00,7.6617,26.2277,18.3929,19.9761,25,1
59892,28-06-2022,11:40:00,6.7539,22.8298,15.9963,16.2808,24,1
59895,28-06-2022,12:40:00,6.7436,27.0579,9.4771,18.6516,23,1
59898,28-06-2022,13:40:00,6.5048,27.1408,9.7943,27.8757,27,1
59901,28-06-2022,14:40:00,6.115,30.8245,16.3808,21.4822,33,1
59904,28-06-2022,15:40:00,6.9162,30.8131,12.5971,23.7786,34,1
59907,28-06-2022,16:40:00,5.9134,22.9207,5.6065,25.9252,30,1
59910,28-06-2022,17:40:00,8.9723,18.495,8.7227,35.8081,25,1
59913,28-06-2022,18:40:00,7.1386,24.1988,5.4335,38.0208,24,1
59916,28-06-2022,19:40:00,7.4928,26.0905,5.7812,25.7762,23,1
59919,28-06-2022,20:40:00,8.1491,20.4657,13.0797,32.8453,23,1
59922,28-06-2022,21:40:00,5.6391,26.311,19.954,38.0888,28,1
59925,28-06-2022,22:40:00,8.5722,19.4176,18.3957,16.5669,32,1
59928,28-06-2022,23:40:00,8.9949,22.6934,12.0146,23.2868,34,1
59931,28-06-2022,00:40:00,6.892,26.2729,19.9345,33.9745,31,1
59934,28-06-2022,01:40:00,7.4953,18.4021,10.8376,27.182,26,1
59937,28-06-2022,02:40:00,6.3308,22.7559,12.4836,25.9372,25,1
59940,28-06-2022,03:40:00,7.5243,25.0945,17.7309,36.9382,24,1
59943,28-06-2022,04:40:00,7.5898,20.6665,14.1323,17.2458,23,1
59946,28-06-2022,05:40:00,7.9684,29.0031,12.1057,33.6209,28,1
59949,28-06-2022,06:40:00,5.7298,28.3403,12.3692,26.2902,33,1
59952,29-06-2022,07:40:00,6.5306,23.4375,19.6511,39.8614,34,1
59955,29-06-2022,08:40:00,6.1781,24.1181,17.5138,30.7615,31,1
59958,29-06-2022,09:40:00,8.0955,25.8692,12.34,33.4772,26,1
59961,29-06-2022,10:40:00,8.1586,23.4743,17.0344,32.2415,25,1
59964,29-06-2022,11:40:00,5.5955,22.2158,7.6891,32.0829,24,1
59967,29-06-2022,12:40:00,7.611,22.0521,15.8253,28.8624,24,1
59970,29-06-2022,13:40:00,6.9418,23.9833,7.515,33.4707,29,1
59973,29-06-2022,14:40:00,6.4976,19.0249,7.4181,27.3383,33,1
59976,29-06-2022,15:40:00,8.6859,24.9513,16.5664,17.1995,35,1
59979,29-06-2022,16:40:00,8.4803,23.1965,16.0121,23.7103,31,1
59982,29-06-2022,17:40:00,6.5814,23.3819,6.785,34.3993,27,1
59985,29-06-2022,18:40:00,6.8051,30.1873,11.95,16.0549,25,1
59988,29-06-2022,19:40:00,6.4539,26.3537,14.4963,23.5109,24,1
59991,29-06-2022,20:40:00,7.5953,24.3424,17.8736,21.8186,24,1
59994,29-06-2022,21:40:00,5.8888,21.2707,17.7788,31.8714,28,1
59997,29-06-2022,22:40:00,7.759,24.4331,8.7388,36.0199,33,1
60000,29-06-2022,23:40:00,7.1787,21.5297,7.1245,27.4969,35,1
60003,29-06-2022,00:40:00,7.37,25.7334,18.1915,33.2817,31,1
60006,29-06-2022,01:40:00,7.3787,30.0436,11.6217,39.3088,26,1
60009,29-06-2022,02:40:00,7.6075,25.8303,14.5806,32.1138,26,1
60012,29-06-2022,03:40:00,6.1268,24.839,6.0454,32.3927,25,1
60015,29-06-2022,04:40:00,7.4005,20.9993,11.8653,31.4387,24,1
60018,29-06-2022,05:40:00,6.5616,20.3122,5.1371,19.3786,28,1
60021,29-06-2022,06:40:00,5.8609,22.6007,16.9064,28.7124,34,1
60024,30-06-2022,07:40:00,7.3558,26.5137,14.4636,26.7563,36,1
60027,30-06-2022,08:40:00,7.3236,23.2118,16.6978,27.0446,31,1
60030,30-06-2022,09:40:00,7.477,29.809,10.2874,27.0403,27,1
60033,30-06-2022,10:40:00,5.7711,23.0073,14.9184,26.6383,26,1
60036,30-06-2022,11:40:00,8.8418,28.7186,13.0623,28.5772,26,1
